CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
711605208,Attrited Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,43,3,3,5,1438.3,0,1438.3,70%,1958,47,42%,0%
714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,2,2,10834,0,10834,52%,2249,51,59%,0%
710500983,Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,34,2,4,3,4617,1035,3582,36%,1779,35,59%,22%
789907533,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4,2,3,4576,193,4383,85%,3100,54,74%,4%
823908858,Existing Customer,51,M,4,Unknown,Married,$80K - $120K,Blue,47,4,3,2,3861,622,3239,79%,4816,81,98%,16%
712669983,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,30,5,3,3,10009,1604,8405,45%,4347,75,79%,16%
821813058,Existing Customer,42,M,1,High School,Divorced,$80K - $120K,Blue,38,4,2,1,11946,1172,10774,61%,4862,77,88%,10%
717947508,Existing Customer,47,M,3,Uneducated,Divorced,$80K - $120K,Blue,34,5,1,3,1626,1013,613,83%,5262,83,73%,62%
816761433,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,31,5,2,3,5821,764,5057,69%,5291,96,68%,13%
717273333,Existing Customer,49,M,5,College,Married,$80K - $120K,Blue,37,3,2,2,29219,0,29219,77%,4575,84,68%,0%
779380908,Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,39,4,3,4,24462,946,23516,48%,1709,37,54%,4%
799720158,Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,44,3,3,2,3370,1133,2237,72%,4726,86,69%,34%
789772983,Existing Customer,49,M,3,College,Unknown,$80K - $120K,Blue,38,3,3,3,4694,0,4694,58%,3798,56,124%,0%
718607883,Existing Customer,41,M,3,Post-Graduate,Single,$80K - $120K,Blue,30,4,2,2,17890,2517,15373,98%,4831,81,80%,14%
721253508,Existing Customer,40,M,3,High School,Married,$80K - $120K,Blue,36,6,3,1,9599,2356,7243,79%,4754,84,68%,25%
801037833,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,32,6,2,3,3192,2517,675,66%,4236,87,89%,79%
713121408,Existing Customer,38,M,3,College,Married,$80K - $120K,Blue,30,5,3,2,3976,1667,2309,93%,4372,69,68%,42%
716176683,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,33,5,1,1,2371,1748,623,66%,4460,78,105%,74%
712732908,Existing Customer,36,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,1,2262,1450,812,74%,4116,84,79%,64%
826480308,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,49,5,2,1,4778,1869,2909,74%,5489,74,81%,39%
778606308,Attrited Customer,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,2,2,3,6614,1881,4733,74%,3016,51,65%,28%
720592533,Attrited Customer,41,M,4,Graduate,Unknown,$80K - $120K,Blue,31,3,3,2,19782,868,18914,81%,2535,44,47%,4%
778207083,Attrited Customer,53,M,4,Uneducated,Single,$80K - $120K,Blue,44,3,3,2,11561,2189,9372,74%,2153,39,50%,19%
712323183,Existing Customer,38,M,3,Unknown,Married,$80K - $120K,Blue,22,2,2,1,3224,0,3224,76%,3738,63,66%,0%
721167783,Existing Customer,54,M,4,High School,Single,$80K - $120K,Blue,39,1,3,3,7773,2465,5308,79%,4272,69,103%,32%
719971458,Existing Customer,49,M,5,Graduate,Single,$80K - $120K,Blue,41,2,3,2,5275,1490,3785,53%,4213,74,111%,28%
711909933,Existing Customer,54,M,4,Unknown,Married,$80K - $120K,Blue,42,3,3,1,1621,618,1003,85%,4815,83,102%,38%
721525758,Existing Customer,45,M,5,Doctorate,Married,$80K - $120K,Blue,35,2,2,2,2226,1229,997,78%,4928,77,64%,55%
710740008,Existing Customer,57,M,1,Graduate,Unknown,$80K - $120K,Blue,39,3,1,1,1438.3,641,797.3,66%,5140,82,52%,45%
807604233,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,3,3,11114,2482,8632,108%,5044,81,69%,22%
801786483,Existing Customer,51,M,0,High School,Single,$80K - $120K,Blue,45,3,2,3,10648,2517,8131,71%,4930,89,98%,24%
771735933,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,36,2,1,1,10761,1722,9039,70%,4731,82,78%,16%
774675933,Existing Customer,40,M,3,College,Divorced,$80K - $120K,Silver,34,2,1,3,34516,2052,32464,48%,3510,62,48%,6%
716698608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,39,2,1,1,8924,0,8924,46%,4441,87,67%,0%
720513333,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,39,2,1,3,21350,1724,19626,51%,4878,78,44%,8%
713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2,2,34516,1495,33021,52%,3247,70,71%,4%
721299483,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,32,2,1,1,11671,1304,10367,49%,4168,71,87%,11%
753233733,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,29,3,3,3,2155,1290,865,72%,3781,61,91%,60%
789191358,Existing Customer,55,M,4,Graduate,Single,$80K - $120K,Blue,44,2,3,2,1854,794,1060,61%,4035,80,74%,43%
772111083,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,39,3,3,2,5384,1396,3988,76%,4338,75,83%,26%
713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,1,3,7562,1080,6482,56%,5010,85,70%,14%
712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44,1,3,2,3770,0,3770,54%,2387,51,50%,0%
788719533,Existing Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34,1,2,3,13679,0,13679,91%,4060,61,135%,0%
720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22,1,2,3,5037,1670,3367,79%,4379,67,81%,33%
714930333,Attrited Customer,39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,4618,0,4618,72%,2476,49,75%,0%
711005583,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,1,2,3,3437,1064,2373,85%,5110,76,85%,31%
826548708,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,46,2,3,2,5965,622,5343,73%,4637,91,66%,10%
819690933,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,1,16835,897,15938,77%,4059,80,78%,5%
717722958,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1,3,2,4654,1349,3305,81%,4277,71,69%,29%
788502858,Existing Customer,58,M,3,High School,Single,$80K - $120K,Blue,51,2,2,1,10021,1952,8069,70%,4431,68,58%,20%
812089383,Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Blue,36,1,2,3,1438.3,892,546.3,79%,4426,88,66%,62%
794227308,Existing Customer,56,M,2,College,Married,$80K - $120K,Blue,50,1,1,3,10214,1433,8781,64%,4493,79,88%,14%
827442858,Existing Customer,56,M,3,High School,Divorced,$80K - $120K,Blue,52,2,3,1,8111,2051,6060,100%,3719,69,64%,25%
719176308,Attrited Customer,43,M,3,College,Divorced,$80K - $120K,Blue,32,6,3,2,7278,0,7278,62%,2120,43,59%,0%
710838108,Existing Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36,1,4,1,3081,2517,564,57%,4317,72,71%,82%
787339158,Attrited Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,50,3,6,3,8688,0,8688,43%,2361,41,46%,0%
770774133,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,39,1,2,3,34516,1198,33318,62%,4826,70,67%,4%
712559058,Existing Customer,54,M,0,High School,Single,$80K - $120K,Blue,45,1,3,2,20882,1525,19357,83%,4765,76,77%,7%
717853233,Existing Customer,41,M,2,College,Married,$80K - $120K,Blue,31,1,1,3,3306,706,2600,81%,4772,76,90%,21%
794576058,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,26,1,2,3,8480,1339,7141,67%,4070,76,49%,16%
719925483,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,36,2,1,1,2171,1043,1128,70%,4531,88,83%,48%
712378983,Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,47,5,6,5,7570,965,6605,71%,2599,61,85%,13%
716279508,Attrited Customer,48,M,3,College,Married,$80K - $120K,Blue,41,2,3,3,3430,2517,913,87%,2639,46,64%,73%
709102458,Attrited Customer,47,M,2,High School,Single,$80K - $120K,Blue,36,4,3,5,4754,0,4754,62%,2607,41,37%,0%
712533708,Existing Customer,43,M,0,High School,Single,$80K - $120K,Blue,36,2,2,2,11247,0,11247,63%,4894,85,98%,0%
719170683,Existing Customer,38,M,1,Unknown,Single,$80K - $120K,Blue,29,2,2,3,10972,0,10972,70%,4401,73,70%,0%
819612933,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,47,1,3,3,25410,0,25410,56%,5472,70,59%,0%
787467858,Existing Customer,43,M,1,High School,Married,$80K - $120K,Silver,30,1,1,3,34516,2045,32471,59%,4081,54,42%,6%
766673433,Existing Customer,45,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,3,3798,1570,2228,92%,4512,80,78%,41%
799242033,Existing Customer,45,M,4,Doctorate,Married,$80K - $120K,Blue,39,2,3,2,1438.3,1162,276.3,54%,4598,86,62%,81%
709222008,Attrited Customer,41,M,3,Unknown,Single,$80K - $120K,Blue,32,1,3,4,4742,2221,2521,46%,2422,41,46%,47%
708672708,Existing Customer,49,M,4,High School,Unknown,$80K - $120K,Blue,31,2,3,3,34516,2517,31999,71%,3990,65,103%,7%
809631483,Existing Customer,42,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,37,1,1,3,32106,0,32106,68%,4452,83,73%,0%
738062658,Existing Customer,57,M,3,Graduate,Single,$80K - $120K,Blue,50,2,3,3,17096,1762,15334,41%,4231,62,55%,10%
710401458,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,40,2,2,3,16747,0,16747,80%,4350,76,77%,0%
809276808,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,42,1,1,3,7299,0,7299,81%,4678,83,73%,0%
720150858,Attrited Customer,34,M,2,High School,Married,$80K - $120K,Blue,25,6,2,0,1439,0,1439,89%,2932,44,91%,0%
805229133,Existing Customer,46,M,3,Unknown,Unknown,$80K - $120K,Blue,41,1,2,2,11250,0,11250,48%,4514,70,59%,0%
712132383,Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34,2,2,3,1876,861,1015,84%,5056,82,55%,46%
712572858,Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,29,2,1,3,3413,1801,1612,88%,3831,45,67%,53%
709678608,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,36,2,3,3,24256,1076,23180,57%,4269,69,64%,4%
711178383,Existing Customer,47,M,2,Post-Graduate,Married,$80K - $120K,Blue,35,1,3,1,30300,1166,29134,72%,4146,64,88%,4%
712203333,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,39,1,2,1,7088,1750,5338,62%,4691,76,73%,25%
787482033,Attrited Customer,60,M,1,High School,Divorced,$80K - $120K,Blue,48,1,5,3,28930,0,28930,65%,2251,27,23%,0%
779141658,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,2,4963,2115,2848,77%,4989,78,70%,43%
811889808,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,38,3,5,1,23459,2305,21154,64%,7279,83,63%,10%
715091208,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,2,3,3,18177,841,17336,89%,8512,94,68%,5%
713487633,Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,4,2,34516,1807,32709,67%,7663,91,66%,5%
772313358,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,3,3,2,21322,2216,19106,92%,8693,91,57%,10%
718712583,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,1,34496,1665,32831,88%,8092,80,67%,5%
720074583,Existing Customer,42,M,1,Graduate,Unknown,$80K - $120K,Blue,36,2,1,2,4765,1516,3249,71%,7380,76,69%,32%
713894358,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Gold,46,2,3,2,34516,814,33702,74%,7889,98,51%,2%
779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318,2082,9236,73%,7179,93,63%,18%
802668333,Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384,1919,465,50%,3512,50,47%,81%
778894233,Existing Customer,42,M,5,High School,Unknown,$80K - $120K,Blue,23,3,2,3,7253,0,7253,64%,7595,83,80%,0%
711082908,Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,3,19719,1303,18416,91%,8385,97,57%,7%
721190358,Existing Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,29,2,2,2,29690,2517,27173,77%,7640,86,56%,9%
714713508,Existing Customer,49,M,2,Doctorate,Divorced,$80K - $120K,Blue,36,3,3,1,25178,1803,23375,77%,7836,87,58%,7%
718379358,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Silver,28,3,1,3,34516,2017,32499,93%,8453,90,73%,6%
720712533,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Gold,36,2,1,3,34516,761,33755,72%,7499,88,57%,2%
709861008,Existing Customer,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,30,3,3,1,27720,2414,25306,75%,8520,89,59%,9%
794124708,Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,41,2,2,2,21325,2197,19128,65%,7053,69,87%,10%
780707733,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,2,34516,2109,32407,70%,6832,87,71%,6%
720849708,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,37,3,3,1,14388,2517,11871,71%,7042,85,64%,18%
712029783,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516,2253,32263,85%,7836,93,60%,7%
713428833,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,32,2,1,3,7537,1239,6298,85%,7613,90,58%,16%
719787633,Existing Customer,47,M,0,Graduate,Married,$80K - $120K,Silver,36,3,2,1,34516,1913,32603,84%,7535,92,67%,6%
713697933,Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516,1264,33252,77%,7827,77,54%,4%
708219108,Existing Customer,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,3,9959,1143,8816,66%,7300,77,64%,12%
717521508,Existing Customer,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516,2098,32418,75%,6932,87,53%,6%
789298833,Existing Customer,51,M,2,Uneducated,Divorced,$80K - $120K,Blue,40,1,2,3,23453,0,23453,73%,7555,96,57%,0%
720167508,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,19000,2389,16611,81%,7664,74,72%,13%
788907033,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238,2077,3161,66%,7321,73,66%,40%
711136008,Existing Customer,41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,1,3,31560,1298,30262,68%,7641,93,63%,4%
709558608,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844,2065,779,64%,7345,73,74%,73%
719784708,Existing Customer,49,M,0,Unknown,Married,$80K - $120K,Blue,36,1,2,1,26882,1673,25209,69%,7409,89,53%,6%
789556533,Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,45,2,2,3,23070,1701,21369,85%,8070,81,69%,7%
792524358,Existing Customer,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516,810,33706,79%,7917,95,67%,2%
801380808,Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894,2517,23377,105%,4847,49,82%,10%
708535158,Existing Customer,39,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,1,3,9959,1501,8458,82%,8505,86,54%,15%
712219083,Existing Customer,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142,1917,5225,73%,7892,83,73%,27%
715599633,Existing Customer,51,M,1,College,Married,$80K - $120K,Silver,38,2,3,2,34516,0,34516,68%,7686,89,62%,0%
718958583,Attrited Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367,1606,761,96%,4506,59,64%,68%
772404633,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Silver,39,1,1,2,34516,1118,33398,67%,7734,74,61%,3%
717859233,Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,37,1,3,2,12578,2517,10061,88%,8362,82,64%,20%
710357208,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561,915,7646,64%,7341,79,49%,11%
711325308,Attrited Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,34,4,3,3,9959,0,9959,105%,4859,64,52%,0%
822125283,Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778,1351,3427,79%,7590,74,68%,28%
708968733,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,3,2,31987,0,31987,81%,7926,83,54%,0%
780064983,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516,942,33574,75%,7665,86,59%,3%
711842508,Existing Customer,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,2,3,3,9303,1580,7723,88%,7825,87,45%,17%
789469083,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,46,2,1,1,10795,0,10795,86%,7855,81,53%,0%
720412308,Existing Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,36,2,1,1,34516,2330,32186,69%,7635,75,67%,7%
719178183,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516,2517,31999,76%,8186,85,64%,7%
780545133,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557,985,3572,59%,7333,91,60%,22%
712053033,Existing Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841,1411,2430,79%,8444,81,69%,37%
794482158,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,32,2,1,3,34516,1954,32562,76%,7594,69,73%,6%
712447758,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39,2,2,3,11901,2517,9384,78%,7998,82,61%,21%
779435883,Existing Customer,37,M,3,High School,Unknown,$80K - $120K,Blue,19,1,2,2,2273,0,2273,83%,7899,79,65%,0%
717583908,Existing Customer,57,M,1,High School,Single,$80K - $120K,Blue,45,1,6,1,15030,1395,13635,63%,7603,81,59%,9%
788943333,Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,6,2,2,34516,989,33527,102%,4810,55,34%,3%
716725008,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,40,2,3,2,7667,2191,5476,68%,7886,94,68%,29%
716335983,Existing Customer,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713,1590,5123,85%,7946,85,67%,24%
757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47,2,2,2,13769,0,13769,106%,4738,53,40%,0%
716745408,Existing Customer,54,M,1,High School,Single,$80K - $120K,Blue,36,1,2,3,12813,1998,10815,84%,7803,81,69%,16%
714938733,Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,2,2,13174,0,13174,96%,4890,49,49%,0%
712351908,Existing Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,34,1,2,3,26438,1655,24783,92%,8029,81,72%,6%
717257658,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,29,2,2,1,9357,1942,7415,80%,7971,84,79%,21%
820036533,Existing Customer,50,M,4,Unknown,Married,$80K - $120K,Blue,45,2,1,3,34516,1466,33050,69%,7223,87,61%,4%
719785683,Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751,1573,20178,88%,8332,102,57%,7%
718306308,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,36,1,2,3,27984,1793,26191,75%,8147,81,59%,6%
711183558,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,39,2,1,3,2221,1291,930,79%,8618,98,82%,58%
720317658,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,35,2,2,2,5858,961,4897,66%,7916,82,71%,16%
710596983,Existing Customer,51,M,1,Uneducated,Single,$80K - $120K,Blue,37,1,3,2,27318,2416,24902,92%,7481,96,55%,9%
789186858,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,1,33256,928,32328,69%,7796,97,59%,3%
715396983,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,2,17698,1769,15929,62%,8056,95,58%,10%
712624383,Existing Customer,52,M,4,College,Single,$80K - $120K,Silver,41,1,1,2,34516,1701,32815,72%,7707,99,50%,5%
778439883,Existing Customer,50,M,1,High School,Unknown,$80K - $120K,Blue,31,1,2,2,26840,769,26071,61%,7969,93,66%,3%
718698558,Existing Customer,43,M,3,College,Single,$80K - $120K,Blue,34,2,2,2,5390,1324,4066,61%,7739,106,47%,25%
780108408,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,37,1,3,1,34516,1369,33147,76%,7745,82,64%,4%
771411408,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,38,2,3,4,2673,0,2673,104%,4929,54,46%,0%
805516608,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Silver,45,2,1,3,34516,925,33591,77%,7755,84,68%,3%
720006333,Attrited Customer,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479,0,4479,89%,4520,63,37%,0%
713133258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Silver,36,2,2,3,34516,2008,32508,86%,8872,86,59%,6%
720425508,Existing Customer,43,M,5,Graduate,Single,$80K - $120K,Blue,36,1,1,3,7196,696,6500,84%,8689,93,90%,10%
712839633,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,2,1,3,34516,1595,32921,82%,8871,97,76%,5%
779187783,Existing Customer,50,M,2,Unknown,Single,$80K - $120K,Blue,38,2,3,1,24533,1813,22720,75%,8436,77,88%,7%
801064833,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,2,30117,2129,27988,77%,7930,91,54%,7%
714510483,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Gold,36,2,3,3,34516,2517,31999,70%,7640,87,58%,7%
718246458,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,45,2,1,2,24262,1984,22278,81%,8241,105,75%,8%
710822808,Existing Customer,51,M,0,College,Single,$80K - $120K,Blue,33,1,3,1,34516,1228,33288,75%,7854,89,65%,4%
714999483,Existing Customer,38,M,4,Uneducated,Unknown,$80K - $120K,Silver,36,2,1,2,34516,1132,33384,84%,9389,106,80%,3%
796174983,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,2,3,3,25737,1168,24569,72%,7722,94,47%,5%
713003358,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,30,2,2,2,29338,159,29179,102%,4983,40,38%,1%
779548008,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,35,1,2,3,34516,0,34516,74%,7745,83,73%,0%
712157958,Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,10908,0,10908,98%,4883,42,50%,0%
718977483,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,46,2,3,1,25736,1388,24348,74%,7209,91,60%,5%
808287408,Existing Customer,45,M,5,Graduate,Married,$80K - $120K,Blue,40,1,2,0,29227,1151,28076,73%,8420,100,85%,4%
768733533,Existing Customer,53,M,5,Uneducated,Unknown,$80K - $120K,Blue,47,2,3,2,2340,1612,728,70%,8851,88,83%,69%
716806383,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,40,1,1,3,28307,1506,26801,82%,9042,122,61%,5%
718756533,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Blue,41,1,2,1,13356,1497,11859,75%,8963,105,69%,11%
718353633,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Gold,36,2,3,2,34516,0,34516,103%,5547,75,74%,0%
710569233,Existing Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,35,2,1,1,11814,1440,10374,80%,9185,100,70%,12%
718694658,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,32,2,1,3,28687,1607,27080,75%,7523,90,64%,6%
712654233,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,27,1,3,1,19150,1093,18057,72%,8327,85,55%,6%
808279158,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,46,1,3,1,11765,1429,10336,82%,8914,99,77%,12%
780497958,Existing Customer,41,M,3,High School,Divorced,$80K - $120K,Blue,28,1,3,3,16627,2118,14509,59%,7996,99,60%,13%
